Date,Tournament,W/L,Side,Vs_Team,Game_Length,Champion,Vs_Champion,Kills,Deaths,Assists,KDA,Spells,CS,Delta_CS,Items,Date_parsed,tournaments_played,date,blue_side_team,red_side_team,winner,blue_side_bans,red_side_bans,blue_side_picks,red_side_picks,blue_side_roster,red_side_roster,tournament_curr_total_games,tournament_curr_wins,tournament_curr_losses,tournament_curr_win_percentage,tournament_type,teams_region,teammate_role_top,teammate_role_jungle,teammate_role_mid,teammate_role_adc,teammate_role_support,enemy_role_top,enemy_role_jungle,enemy_role_mid,enemy_role_adc,enemy_role_support,bans,teammate_top_champion,teammate_jungle_champion,teammate_mid_champion,teammate_adc_champion,teammate_support_champion,opponent_top_champion,opponent_jungle_champion,opponent_mid_champion,opponent_adc_champion,opponent_support_champion,teammate_top_ign,teammate_jungle_ign,teammate_mid_ign,teammate_adc_ign,teammate_support_ign,opponent_top_ign,opponent_jungle_ign,opponent_mid_ign,opponent_adc_ign,opponent_support_ign
2013-07-13 11:30:00,"Korea,Champions 2013 Summer",Win,Red,NaJin White Shield,33:36,Gragas,Orianna,6,3,5,3.67,"Ignite,Flash",344,+57,"Doran's Ring,Giant's Belt,Athene's Unholy Grail,Rabadon's Deathcap,Sorcerer's Shoes - Homeguard,Void Staff  ",2013-07-13 11:30:00,1,2013-07-13 11:30:00,NaJin White Shield,SK Telecom T1,SK Telecom T1,"Kennen,Caitlyn,Twisted Fate","Jayce,Elise,Ryze","Shen,Evelynn,Orianna,Twitch,Thresh","Singed,Nunu,Gragas,Vayne,Nami","Save,NoFe,Ggoong,Locodoco,GorillA","Impact,bengi,Faker,Piglet,PoohManDu",2,2,0,1.0,Regular Season,Korea,Diver,Vanguard,Vanguard,Glasscannon,Enchanter,Warden,Assassin,Burst,Glasscannon,Catcher,"Caitlyn,Elise,Jayce,Kennen,Ryze,Twisted Fate",Singed,Nunu,Gragas,Vayne,Nami,Shen,Evelynn,Orianna,Twitch,Thresh,Impact,bengi,Faker,Piglet,PoohManDu,Save,NoFe,Ggoong,Locodoco,GorillA
2013-07-24 10:00:00,"Korea,Champions 2013 Summer",Win,Red,MVP Blue,39:50,Ahri,Karthus,9,1,7,16.0,"Ignite,Flash",438,+71,"Deathfire Grasp,Abyssal Scepter,Void Staff,Rabadon's Deathcap,Sorcerer's Shoes - Homeguard,Needlessly Large Rod ",2013-07-24 10:00:00,1,2013-07-24 10:00:00,MVP Blue,SK Telecom T1,SK Telecom T1,"Caitlyn,Nami,Nunu","Twisted Fate,Elise,Lee Sin","Vladimir,Sejuani,Karthus,Kog'Maw,Zyra","Shen,Rammus,Ahri,Vayne,Thresh","Cheonju,Spirit,Easyhoon,Deft,CNyang","Impact,bengi,Faker,Piglet,PoohManDu",3,3,0,1.0,Regular Season,Korea,Warden,Vanguard,Burst,Glasscannon,Catcher,Battlemage,Vanguard,Battlemage,Glasscannon,Catcher,"Caitlyn,Elise,Lee Sin,Nami,Nunu,Twisted Fate",Shen,Rammus,Ahri,Vayne,Thresh,Vladimir,Sejuani,Karthus,Kog'Maw,Zyra,Impact,bengi,Faker,Piglet,PoohManDu,Cheonju,Spirit,Easyhoon,Deft,CNyang
2013-07-24 11:00:00,"Korea,Champions 2013 Summer",Win,Blue,MVP Blue,33:54,Syndra,Karthus,6,6,5,1.83,"Ignite,Flash",304,+60,"Doran's Ring,Athene's Unholy Grail,Sorcerer's Shoes,Rabadon's Deathcap,Void Staff,Seeker's Armguard ",2013-07-24 11:00:00,1,2013-07-24 11:00:00,SK Telecom T1,MVP Blue,SK Telecom T1,"Ryze,Lee Sin,Thresh","Caitlyn,Elise,Twisted Fate","Diana,Nunu,Syndra,Vayne,Nami","Vladimir,Shen,Karthus,Twitch,Zyra","Impact,bengi,Faker,Piglet,PoohManDu","Cheonju,Spirit,Easyhoon,Deft,CNyang",4,4,0,1.0,Regular Season,Korea,Diver,Vanguard,Burst,Glasscannon,Enchanter,Battlemage,Warden,Battlemage,Glasscannon,Catcher,"Caitlyn,Elise,Lee Sin,Ryze,Thresh,Twisted Fate",Diana,Nunu,Syndra,Vayne,Nami,Vladimir,Shen,Karthus,Twitch,Zyra,Impact,bengi,Faker,Piglet,PoohManDu,Cheonju,Spirit,Easyhoon,Deft,CNyang
2013-08-14 10:00:00,"Korea,Champions 2013 Summer",Win,Red,Jin Air Green Wings Falcons,27:06,Orianna,Ezreal,6,2,13,9.5,"Ignite,Flash",248,+22,"Rabadon's Deathcap,Athene's Unholy Grail,Seeker's Armguard,Sorcerer's Shoes,Amplifying Tome,Elixir of Brilliance    ",2013-08-14 10:00:00,1,2013-08-14 10:00:00,Jin Air Green Wings Falcons,SK Telecom T1 2,SK Telecom T1 2,"Karthus,Twisted Fate,Thresh","Elise,Lee Sin,Twitch","Shen,Evelynn,Ezreal,Kog'Maw,Blitzcrank","Zac,Jarvan IV,Orianna,Vayne,Nami","Miso,Reapered,Roar (Oh Jang-won),Raven (Kim Ae-jun),StarLast","Impact,bengi,Faker,Piglet,PoohManDu",5,5,0,1.0,Playoffs,Korea,Vanguard,Diver,Burst,Glasscannon,Enchanter,Warden,Assassin,Nimble,Glasscannon,Catcher,"Elise,Karthus,Lee Sin,Thresh,Twisted Fate,Twitch",Zac,Jarvan IV,Orianna,Vayne,Nami,Shen,Evelynn,Ezreal,Kog'Maw,Blitzcrank,Impact,bengi,Faker,Piglet,PoohManDu,Miso,Reapered,Roar (Oh Jang-won),Raven (Kim Ae-jun),StarLast
2013-08-14 10:00:01,"Korea,Champions 2013 Summer",Win,Blue,Jin Air Green Wings Falcons,21:23,Orianna,Zed,7,0,7,14.0,"Ignite,Flash",241,+95,"Athene's Unholy Grail,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring,Health Potion, ",2013-08-14 10:00:01,1,2013-08-14 10:00:00,SK Telecom T1 2,Jin Air Green Wings Falcons,SK Telecom T1 2,"Lee Sin,Thresh,Twitch","Elise,Twisted Fate,Shen","Zac,Nunu,Orianna,Caitlyn,Nami","Vladimir,Evelynn,Zed,Vayne,Sona","Impact,bengi,Faker,Piglet,PoohManDu","Miso,Reapered,Roar (Oh Jang-won),Raven (Kim Ae-jun),StarLast",6,6,0,1.0,Playoffs,Korea,Vanguard,Vanguard,Burst,Sniper,Enchanter,Battlemage,Assassin,Assassin,Glasscannon,Enchanter,"Elise,Lee Sin,Shen,Thresh,Twisted Fate,Twitch",Zac,Nunu,Orianna,Caitlyn,Nami,Vladimir,Evelynn,Zed,Vayne,Sona,Impact,bengi,Faker,Piglet,PoohManDu,Miso,Reapered,Roar (Oh Jang-won),Raven (Kim Ae-jun),StarLast
2013-08-14 10:00:02,"Korea,Champions 2013 Summer",Win,Red,Jin Air Green Wings Falcons,23:55,Diana,Ahri,5,1,3,8.0,"Ignite,Flash",187,+42,"Abyssal Scepter,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring,Doran's Ring,Crystalline Flask   ",2013-08-14 10:00:02,1,2013-08-14 10:00:00,Jin Air Green Wings Falcons,SK Telecom T1 2,SK Telecom T1 2,"Twisted Fate,Orianna,Zac","Elise,Lee Sin,Twitch","Shen,Nocturne,Ahri,Caitlyn,Lulu","Singed,Nunu,Diana,Vayne,Nami","Miso,Reapered,Roar (Oh Jang-won),Raven (Kim Ae-jun),StarLast","Impact,bengi,Faker,Piglet,PoohManDu",7,7,0,1.0,Playoffs,Korea,Diver,Vanguard,Diver,Glasscannon,Enchanter,Warden,Assassin,Burst,Sniper,Enchanter,"Elise,Lee Sin,Orianna,Twisted Fate,Twitch,Zac",Singed,Nunu,Diana,Vayne,Nami,Shen,Nocturne,Ahri,Caitlyn,Lulu,Impact,bengi,Faker,Piglet,PoohManDu,Miso,Reapered,Roar (Oh Jang-won),Raven (Kim Ae-jun),StarLast
2013-08-23 12:30:00,"Korea,Champions 2013 Summer",Loss,Blue,MVP Ozone,39:30,Karthus,Zed,4,6,5,1.5,"Exhaust,Flash",356,-31,"Doran's Ring,Blasting Wand,Sorcerer's Shoes - Homeguard,Void Staff,Seraph's Embrace,Rod of Ages ",2013-08-23 12:30:00,1,2013-08-23 12:30:00,SK Telecom T1 2,MVP Ozone,MVP Ozone,"Thresh,Lee Sin,Zac","Nami,Orianna,Shen","Singed,Jarvan IV,Karthus,Twitch,Sona","Nasus,Elise,Zed,Caitlyn,Zyra","Impact,bengi,Faker,Piglet,PoohManDu","Homme,DanDy,dade,imp,Mata",8,8,0,1.0,Playoffs,Korea,Diver,Diver,Battlemage,Glasscannon,Enchanter,Juggernaut,Diver,Assassin,Sniper,Catcher,"Lee Sin,Nami,Orianna,Shen,Thresh,Zac",Singed,Jarvan IV,Karthus,Twitch,Sona,Nasus,Elise,Zed,Caitlyn,Zyra,Impact,bengi,Faker,Piglet,PoohManDu,Homme,DanDy,dade,imp,Mata
2013-08-23 12:30:01,"Korea,Champions 2013 Summer",Win,Red,MVP Ozone,28:58,Ahri,Twisted Fate,5,2,5,5.0,"Ignite,Flash",245,-41,"Deathfire Grasp,Abyssal Scepter,Haunting Guise,Sorcerer's Shoes,Doran's Ring,   ",2013-08-23 12:30:01,1,2013-08-23 12:30:00,MVP Ozone,SK Telecom T1 2,SK Telecom T1 2,"Nami,Orianna,Nunu","Thresh,Lee Sin,Zed","Zac,Evelynn,Twisted Fate,Caitlyn,Fiddlesticks","Shen,Vi,Ahri,Vayne,Sona","Homme,DanDy,dade,imp,Mata","Impact,bengi,Faker,Piglet,PoohManDu",9,8,1,0.8889,Playoffs,Korea,Warden,Diver,Burst,Glasscannon,Enchanter,Vanguard,Assassin,Burst,Sniper,Catcher,"Lee Sin,Nami,Nunu,Orianna,Thresh,Zed",Shen,Vi,Ahri,Vayne,Sona,Zac,Evelynn,Twisted Fate,Caitlyn,Fiddlesticks,Impact,bengi,Faker,Piglet,PoohManDu,Homme,DanDy,dade,imp,Mata
2013-08-23 12:30:02,"Korea,Champions 2013 Summer",Win,Blue,MVP Ozone,31:03,Ezreal,Twisted Fate,4,2,8,6.0,"Barrier,Flash",270,+12,"Doran's Blade,Vampiric Scepter,Berserker's Greaves - Furor,Muramana,Last Whisper,Iceborn Gauntlet   ",2013-08-23 12:30:02,1,2013-08-23 12:30:00,SK Telecom T1 2,MVP Ozone,SK Telecom T1 2,"Thresh,Lee Sin,Shen","Nami,Orianna,Zed","Vladimir,Jarvan IV,Ezreal,Caitlyn,Sona","Zac,Elise,Twisted Fate,Vayne,Zyra","Impact,bengi,Faker,Piglet,PoohManDu","Homme,DanDy,dade,imp,Mata",10,9,1,0.9,Playoffs,Korea,Battlemage,Diver,Nimble,Sniper,Enchanter,Vanguard,Diver,Burst,Glasscannon,Catcher,"Lee Sin,Nami,Orianna,Shen,Thresh,Zed",Vladimir,Jarvan IV,Ezreal,Caitlyn,Sona,Zac,Elise,Twisted Fate,Vayne,Zyra,Impact,bengi,Faker,Piglet,PoohManDu,Homme,DanDy,dade,imp,Mata
2013-08-23 12:30:03,"Korea,Champions 2013 Summer",Win,Red,MVP Ozone,32:32,Gragas,Orianna,11,1,7,18.0,"Ignite,Flash",318,+24,"Rabadon's Deathcap,Athene's Unholy Grail,Void Staff,Needlessly Large Rod,Sorcerer's Shoes,Doran's Ring  ",2013-08-23 12:30:03,1,2013-08-23 12:30:00,MVP Ozone,SK Telecom T1 2,SK Telecom T1 2,"Nami,Sona,Ahri","Thresh,Lee Sin,Zed","Shen,Elise,Orianna,Ezreal,Zyra","Zac,Jarvan IV,Gragas,Vayne,Lulu","Homme,DanDy,dade,imp,Mata","Impact,bengi,Faker,Piglet,PoohManDu",11,10,1,0.9091,Playoffs,Korea,Vanguard,Diver,Vanguard,Glasscannon,Enchanter,Warden,Diver,Burst,Nimble,Catcher,"Ahri,Lee Sin,Nami,Sona,Thresh,Zed",Zac,Jarvan IV,Gragas,Vayne,Lulu,Shen,Elise,Orianna,Ezreal,Zyra,Impact,bengi,Faker,Piglet,PoohManDu,Homme,DanDy,dade,imp,Mata
2013-08-31 12:30:00,"Korea,Champions 2013 Summer",Loss,Blue,KT Rolster Bullets,34:23,Orianna,Gragas,0,5,7,1.4,"Ignite,Flash",287,-14,"Sight Ward,Doran's Ring,Sorcerer's Shoes - Homeguard,Athene's Unholy Grail,Rabadon's Deathcap,  ",2013-08-31 12:30:00,1,2013-08-31 12:30:00,SK Telecom T1 2,KT Rolster Bullets,KT Rolster Bullets,"Lee Sin,Shen,Zed","Caitlyn,Zac,Thresh","Kennen,Nunu,Orianna,Vayne,Sona","Jarvan IV,Elise,Gragas,Ezreal,Fiddlesticks","Impact,bengi,Faker,Piglet,PoohManDu","inSec,KaKAO,Ryu,Score,Mafa",12,11,1,0.9167,Playoffs,Korea,Diver,Vanguard,Burst,Glasscannon,Enchanter,Diver,Diver,Vanguard,Nimble,Catcher,"Caitlyn,Lee Sin,Shen,Thresh,Zac,Zed",Kennen,Nunu,Orianna,Vayne,Sona,Jarvan IV,Elise,Gragas,Ezreal,Fiddlesticks,Impact,bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-08-31 12:30:01,"Korea,Champions 2013 Summer",Loss,Red,KT Rolster Bullets,37:04,Ahri,Gragas,5,4,5,2.5,"Ignite,Flash",354,+66,"Rabadon's Deathcap,Deathfire Grasp,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Doran's Ring,   ",2013-08-31 12:30:01,1,2013-08-31 12:30:00,KT Rolster Bullets,SK Telecom T1 2,KT Rolster Bullets,"Caitlyn,Thresh,Singed","Lee Sin,Shen,Zed","Zac,Elise,Gragas,Tristana,Fiddlesticks","Nasus,Jarvan IV,Ahri,Vayne,Sona","inSec,KaKAO,Ryu,Score,Mafa","Impact,bengi,Faker,Piglet,PoohManDu",13,11,2,0.8462,Playoffs,Korea,Juggernaut,Diver,Burst,Glasscannon,Enchanter,Vanguard,Diver,Vanguard,Glasscannon,Catcher,"Caitlyn,Lee Sin,Shen,Singed,Thresh,Zed",Nasus,Jarvan IV,Ahri,Vayne,Sona,Zac,Elise,Gragas,Tristana,Fiddlesticks,Impact,bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-08-31 12:30:02,"Korea,Champions 2013 Summer",Win,Blue,KT Rolster Bullets,20:12,Zed,Gragas,9,0,8,17.0,"Ignite,Flash",155,+37,"Doran's Shield,Mercury's Treads,The Brutalizer,Last Whisper,Blade of the Ruined King,   ",2013-08-31 12:30:02,1,2013-08-31 12:30:00,SK Telecom T1 2,KT Rolster Bullets,SK Telecom T1 2,"Fiddlesticks,Lee Sin,Shen","Caitlyn,Zac,Singed","Malphite,Vi,Zed,Vayne,Zyra","Jarvan IV,Elise,Gragas,Ezreal,Lulu","Impact,bengi,Faker,Piglet,PoohManDu","inSec,KaKAO,Ryu,Score,Mafa",14,11,3,0.7857,Playoffs,Korea,Vanguard,Diver,Assassin,Glasscannon,Catcher,Diver,Diver,Vanguard,Nimble,Enchanter,"Caitlyn,Fiddlesticks,Lee Sin,Shen,Singed,Zac",Malphite,Vi,Zed,Vayne,Zyra,Jarvan IV,Elise,Gragas,Ezreal,Lulu,Impact,bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-08-31 12:30:03,"Korea,Champions 2013 Summer",Win,Red,KT Rolster Bullets,40:10,Ahri,Gragas,6,1,9,15.0,"Ignite,Flash",303,-11,"Rabadon's Deathcap,Deathfire Grasp,Abyssal Scepter,Sorcerer's Shoes - Homeguard,Doran's Ring,Doran's Ring   ",2013-08-31 12:30:03,1,2013-08-31 12:30:00,KT Rolster Bullets,SK Telecom T1 2,SK Telecom T1 2,"Caitlyn,Thresh,Singed","Fiddlesticks,Lee Sin,Zed","Zac,Elise,Gragas,Vayne,Sona","Shen,Vi,Ahri,Twitch,Zyra","inSec,KaKAO,Ryu,Score,Mafa","Impact,bengi,Faker,Piglet,PoohManDu",15,12,3,0.8,Playoffs,Korea,Warden,Diver,Burst,Glasscannon,Catcher,Vanguard,Diver,Vanguard,Glasscannon,Enchanter,"Caitlyn,Fiddlesticks,Lee Sin,Singed,Thresh,Zed",Shen,Vi,Ahri,Twitch,Zyra,Zac,Elise,Gragas,Vayne,Sona,Impact,bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-08-31 12:30:04,"Korea,Champions 2013 Summer",Win,Red,KT Rolster Bullets,36:56,Zed,Zed,8,6,5,2.17,"Ignite,Flash",309,+34,"Blade of the Ruined King,The Black Cleaver,Last Whisper,Quicksilver Sash,Ninja Tabi,Doran's Blade   ",2013-08-31 12:30:04,1,2013-08-31 12:30:00,KT Rolster Bullets,SK Telecom T1 2,SK Telecom T1 2,"None,None,None","None,None,None","Shen,Evelynn,Zed,Caitlyn,Fiddlesticks","Shen,Vi,Zed,Vayne,Zyra","inSec,KaKAO,Ryu,Score,Mafa","Impact,bengi,Faker,Piglet,PoohManDu",16,13,3,0.8125,Playoffs,Korea,Warden,Diver,Assassin,Glasscannon,Catcher,Warden,Assassin,Assassin,Sniper,Catcher,"None,None,None,None,None,None",Shen,Vi,Zed,Vayne,Zyra,Shen,Evelynn,Zed,Caitlyn,Fiddlesticks,Impact,bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-09-07 10:00:00,"Korea,Korea Regional Finals Season 3",Loss,Red,KT Rolster Bullets,40:40,Gragas,Fizz,5,7,6,1.57,"Ignite,Flash",353,+80,"Rabadon's Deathcap,Zhonya's Hourglass,Athene's Unholy Grail,Sorcerer's Shoes - Homeguard,Blasting Wand,Doran's Ring ",2013-09-07 10:00:00,1,2013-09-07 10:00:00,KT Rolster Bullets,SK Telecom T1,KT Rolster Bullets,"Ahri,Caitlyn,Kennen","Zed,Lee Sin,Thresh","Shen,Vi,Fizz,Corki,Sona","Singed,Jarvan IV,Gragas,Vayne,Zyra","inSec,KaKAO,Ryu,Score,Mafa","Impact,Bengi,Faker,Piglet,PoohManDu",17,14,3,0.8235,Gauntlet,Korea,Diver,Diver,Vanguard,Glasscannon,Catcher,Warden,Diver,Assassin,Artillery,Enchanter,"Ahri,Caitlyn,Kennen,Lee Sin,Thresh,Zed",Singed,Jarvan IV,Gragas,Vayne,Zyra,Shen,Vi,Fizz,Corki,Sona,Impact,Bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-09-07 11:00:00,"Korea,Korea Regional Finals Season 3",Win,Blue,KT Rolster Bullets,36:43,Ahri,Gragas,10,1,10,20.0,"Ignite,Flash",325,+19,"Sorcerer's Shoes,Haunting Guise,Needlessly Large Rod,Void Staff,Deathfire Grasp,Rabadon's Deathcap  ",2013-09-07 11:00:00,2,2013-09-07 11:00:00,SK Telecom T1,KT Rolster Bullets,SK Telecom T1,"Corki,Fizz,Thresh","Vi,Zed,Shen","Elise,Jarvan IV,Ahri,Vayne,Nami","Zac,Lee Sin,Gragas,Caitlyn,Zyra","Impact,Bengi,Faker,Piglet,PoohManDu","inSec,KaKAO,Ryu,Score,Mafa",0,0,0,0.0,Gauntlet,Korea,Diver,Diver,Burst,Glasscannon,Enchanter,Vanguard,Diver,Vanguard,Sniper,Catcher,"Corki,Fizz,Shen,Thresh,Vi,Zed",Elise,Jarvan IV,Ahri,Vayne,Nami,Zac,Lee Sin,Gragas,Caitlyn,Zyra,Impact,Bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-09-07 12:00:00,"Korea,Korea Regional Finals Season 3",Win,Red,KT Rolster Bullets,22:59,Orianna,Karthus,5,1,7,12.0,"Ignite,Flash",210,+26,"Rabadon's Deathcap,Athene's Unholy Grail,Sorcerer's Shoes,Amplifying Tome,Doran's Ring,Doran's Ring ",2013-09-07 12:00:00,2,2013-09-07 12:00:00,KT Rolster Bullets,SK Telecom T1,SK Telecom T1,"Ahri,Vayne,Vi","Zed,Corki,Fizz","Shen,Elise,Karthus,Ezreal,Thresh","Jax,Jarvan IV,Orianna,Caitlyn,Zyra","inSec,KaKAO,Ryu,Score,Mafa","Impact,Bengi,Faker,Piglet,PoohManDu",1,1,0,1.0,Gauntlet,Korea,Skirmisher,Diver,Burst,Sniper,Catcher,Warden,Diver,Battlemage,Nimble,Catcher,"Ahri,Corki,Fizz,Vayne,Vi,Zed",Jax,Jarvan IV,Orianna,Caitlyn,Zyra,Shen,Elise,Karthus,Ezreal,Thresh,Impact,Bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-09-07 13:00:00,"Korea,Korea Regional Finals Season 3",Win,Blue,KT Rolster Bullets,21:38,Ahri,Syndra,8,1,9,17.0,"Ignite,Flash",179,+53,"Doran's Ring,Doran's Ring,Sorcerer's Shoes,Haunting Guise,Deathfire Grasp,  ",2013-09-07 13:00:00,2,2013-09-07 13:00:00,SK Telecom T1,KT Rolster Bullets,SK Telecom T1,"Corki,Fizz,Vi","Zed,Vayne,Shen","Elise,Nunu,Ahri,Twitch,Zyra","Renekton,Jarvan IV,Syndra,Caitlyn,Sona","Impact,Bengi,Faker,Piglet,PoohManDu","inSec,KaKAO,Ryu,Score,Mafa",2,2,0,1.0,Gauntlet,Korea,Diver,Vanguard,Burst,Glasscannon,Catcher,Diver,Diver,Burst,Sniper,Enchanter,"Corki,Fizz,Shen,Vayne,Vi,Zed",Elise,Nunu,Ahri,Twitch,Zyra,Renekton,Jarvan IV,Syndra,Caitlyn,Sona,Impact,Bengi,Faker,Piglet,PoohManDu,inSec,KaKAO,Ryu,Score,Mafa
2013-09-15 20:00:00,"International,Worlds Season 3",Win,Blue,Lemondogs,34:50,Ahri,Swain,10,3,9,6.33,"Ignite,Flash",330,+67,"Deathfire Grasp,Doran's Ring,Abyssal Scepter,Sorcerer's Shoes,Void Staff,Rabadon's Deathcap ",2013-09-15 20:00:00,2,2013-09-15 20:00:00,SK Telecom T1,Lemondogs,SK Telecom T1,"Fizz,Kennen,Shen","Orianna,Caitlyn,Zed","Elise,Lee Sin,Ahri,Vayne,Zyra","Malphite,Vi,Swain,Corki,Thresh","Impact,bengi,Faker,Piglet,PoohManDu","Zorozero,Dexter,Nukeduck,Tabzz,Mithy",3,3,0,1.0,International,Europe,Diver,Diver,Burst,Glasscannon,Catcher,Vanguard,Diver,Battlemage,Artillery,Catcher,"Caitlyn,Fizz,Kennen,Orianna,Shen,Zed",Elise,Lee Sin,Ahri,Vayne,Zyra,Malphite,Vi,Swain,Corki,Thresh,Impact,bengi,Faker,Piglet,PoohManDu,Zorozero,Dexter,Nukeduck,Tabzz,Mithy
2013-09-15 23:00:00,"International,Worlds Season 3",Loss,Red,Oh My God,40:03,Gragas,Orianna,4,1,2,6.0,"Ignite,Flash",368,-26,"Doran's Ring,Athene's Unholy Grail,Rabadon's Deathcap,Sorcerer's Shoes,Void Staff,Needlessly Large Rod  ",2013-09-15 23:00:00,3,2013-09-15 23:00:00,Oh My God,SK Telecom T1,Oh My God,"Vi,Thresh,Shen","Zed,Ahri,Fizz","Renekton,Lee Sin,Orianna,Corki,Zyra","Kennen,Jarvan IV,Gragas,Caitlyn,Nami","Gogoing,LoveLin,Cool,San (Guo Jun-Liang),Bigpomelo","Impact,bengi,Faker,Piglet,PoohManDu",0,0,0,0.0,International,China,Diver,Diver,Vanguard,Sniper,Enchanter,Diver,Diver,Burst,Artillery,Catcher,"Ahri,Fizz,Shen,Thresh,Vi,Zed",Kennen,Jarvan IV,Gragas,Caitlyn,Nami,Renekton,Lee Sin,Orianna,Corki,Zyra,Impact,bengi,Faker,Piglet,PoohManDu,Gogoing,LoveLin,Cool,San (Guo Jun-Liang),Bigpomelo
2013-09-18 03:00:00,"International,Worlds Season 3",Win,Blue,GamingGear.eu,29:37,Fizz,Gragas,7,2,7,7.0,"Ignite,Flash",261,+3,"Zhonya's Hourglass,Doran's Ring,Needlessly Large Rod,Lich Bane,Sorcerer's Shoes - Homeguard,Crystalline Flask   ",2013-09-18 03:00:00,3,2013-09-18 03:00:00,SK Telecom T1,GamingGear.eu,SK Telecom T1,"Orianna,Thresh,Renekton","Zed,Ahri,Caitlyn","Shen,Vi,Fizz,Ezreal,Zyra","Aatrox,Jarvan IV,Gragas,Corki,Sona","Impact,bengi,Faker,Piglet,PoohManDu","Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro",1,0,1,0.0,International,CIS,Warden,Diver,Assassin,Nimble,Catcher,Juggernaut,Diver,Vanguard,Artillery,Enchanter,"Ahri,Caitlyn,Orianna,Renekton,Thresh,Zed",Shen,Vi,Fizz,Ezreal,Zyra,Aatrox,Jarvan IV,Gragas,Corki,Sona,Impact,bengi,Faker,Piglet,PoohManDu,Nbs,Alunir,Mazzerin,DeadlyBrother,Inspirro
2013-09-18 06:00:00,"International,Worlds Season 3",Win,Blue,TSM,34:16,Ahri,Gragas,2,2,7,4.5,"Ignite,Flash",254,+13,"Deathfire Grasp,Doran's Ring,Doran's Ring,Sorcerer's Shoes,Rabadon's Deathcap,Blasting Wand ",2013-09-18 06:00:00,3,2013-09-18 06:00:00,SK Telecom T1,TSM,SK Telecom T1,"Fiddlesticks,Vi,Fizz","Shen,Thresh,Zed","Renekton,Lee Sin,Ahri,Caitlyn,Zyra","Rumble,Elise,Gragas,Corki,Sona","Impact,bengi,Faker,Piglet,PoohManDu","Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial",2,1,1,0.5,International,North America,Diver,Diver,Burst,Sniper,Catcher,Battlemage,Diver,Vanguard,Artillery,Enchanter,"Fiddlesticks,Fizz,Shen,Thresh,Vi,Zed",Renekton,Lee Sin,Ahri,Caitlyn,Zyra,Rumble,Elise,Gragas,Corki,Sona,Impact,bengi,Faker,Piglet,PoohManDu,Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial
2013-09-21 02:00:00,"International,Worlds Season 3",Win,Red,Lemondogs,28:44,Riven,Zed,4,3,7,3.67,"Barrier,Flash",185,-23,"Doran's Blade,Doran's Blade,The Black Cleaver,The Bloodthirster,Ninja Tabi, ",2013-09-21 02:00:00,3,2013-09-21 02:00:00,Lemondogs,SK Telecom T1,SK Telecom T1,"Vayne,Lee Sin,Ahri","Kennen,Shen,Elise","Renekton,Vi,Zed,Caitlyn,Sona","Singed,Jarvan IV,Riven,Corki,Zyra","Zorozero,Dexter,Nukeduck,Tabzz,Mithy","Impact,bengi,Faker,Piglet,PoohManDu",3,2,1,0.6667,International,Europe,Diver,Diver,Skirmisher,Artillery,Catcher,Diver,Diver,Assassin,Sniper,Enchanter,"Ahri,Elise,Kennen,Lee Sin,Shen,Vayne",Singed,Jarvan IV,Riven,Corki,Zyra,Renekton,Vi,Zed,Caitlyn,Sona,Impact,bengi,Faker,Piglet,PoohManDu,Zorozero,Dexter,Nukeduck,Tabzz,Mithy
2013-09-21 04:00:00,"International,Worlds Season 3",Win,Red,TSM,34:54,Riven,Zed,3,3,7,3.33,"Ignite,Flash",297,+88,"Doran's Shield,The Black Cleaver,Last Whisper,Mercury's Treads,Hexdrinker,The Bloodthirster ",2013-09-21 04:00:00,3,2013-09-21 04:00:00,TSM,SK Telecom T1,SK Telecom T1,"Caitlyn,Orianna,Zyra","Vi,Shen,Fiddlesticks","Karthus,Elise,Zed,Twitch,Annie","Jax,Lee Sin,Riven,Corki,Sona","Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial","Impact,bengi,Faker,Piglet,PoohManDu",4,3,1,0.75,International,North America,Skirmisher,Diver,Skirmisher,Artillery,Enchanter,Battlemage,Diver,Assassin,Glasscannon,Burst,"Caitlyn,Fiddlesticks,Orianna,Shen,Vi,Zyra",Jax,Lee Sin,Riven,Corki,Sona,Karthus,Elise,Zed,Twitch,Annie,Impact,bengi,Faker,Piglet,PoohManDu,Dyrus,TheOddOne,Reginald,WildTurtle,Xpecial
